Id,Applications,Cef,NBR Version,Kit,Remarks,Manufacturer,Tipologia Appplicazione,Applications_note
"1703","8.1GII-H","500178G",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1704","8.1GIE-J, 8.1GIE-JF","500178G",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1705","8.1GIE-K, 8.1GIE-KF","500178G",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1706","8.1GIE-M, 8.1GIE-MF","500178G",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1707","8.1GSI-A, 8.1GSII-A","500107GT",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1708","8.1GXI-A/AF/B/BF/C/CF/D/DF/E/EF","500107GT",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1709","8.1GXI-F, 8.1GXI-FF","500178G",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1710","8.1GXI-G, 8.1GXI-GF","500178G",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1711","8.1GXI-J, 8.1GXI-JF","500178G",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1712","8.1GXII-F","500178G",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1713","8.1GXII-G","500178G",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1714","8.1GXIE-J, 8.1GXIE-JF","500178G",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1715","8.1GXIE-K, 8.1GXIE-KF","500178G",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1716","8.1GXIE-M, 8.1GXIE-MF","500178G",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1717","8.1GXII-A/B/C/D/E","500107GT",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1718","8.1IPSCE-JF, 8.1IPSCE-MF","500178G",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1719","8.1OSI-A/AF/B/BF","500107GT",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1720","8.1OSI-C, 8.1OSI-CF","500178G",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1721","8.1OSI-D, 8.1OSI-DF","500178G",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1722","8.1OSI-J, 8.10OSI-JF","500178G",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1723","8.1OSIE-J, 8.1OSIE-JF","500178G",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1724","8.2 GL","500107GT",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1725","8.2GLIMDA, 8.2GLIMDM","500107GT",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1726","8.2GLPMDM, 8.2GLPMDM","500107GT",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1727","8.2GSIPBYCCE","500107GT",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1728","8.2GSIPEFS","500189GT",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1729","8.2GSIPWTR","500189GT",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1730","8.2GSIXNCB","500107GT",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1731","8.2L, GL","500534",,,"EXHAUST BELLOW/SOFFIETTO SCARICO","VOLVO-PENTA","INBOARD_ENGINES",
"1732","110S","501001",,,"COVER PLATE AGAINST HULL/PATELLA DI SIGILLATURA","VOLVO-PENTA","INBOARD_ENGINES",
"1733","120S,120S-B,120S-C,120S-D,120S-E","501001",,,"COVER PLATE AGAINST HULL/PATELLA DI SIGILLATURA","VOLVO-PENTA","INBOARD_ENGINES",
"1734","120S-E","500107GT",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1735","200,250,270,280DP,280PT","501011",,,"COOLING HOSE/MANICOTTO ACQUA","VOLVO-PENTA","INBOARD_ENGINES",
"1736","2001/2002/2003","500121GX",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1737","2001AG-2001B - 2001BG","500121GX",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1738","2001B/2002B/2003B","500121GX",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1739","2002 - 2002AG-2002B - 2002BG - 2002D","500121GX",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1740","2003 -2003AG-2003B - 2003BG - 2003D","500121GX",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1741","200-290DPA,SP,DP-A TO DP-E AND DPX","500510K",,,"STERN DRIVE/GRUPPO POPPIERO (U-JOINT/GIUNTO)","VOLVO-PENTA","INBOARD_ENGINES",
"1742","200-290DPA,SP,DP-A TO DP-E AND","500505",,,"EXHAUST BELLOW/SOFFIETTO SCARICO","VOLVO-PENTA","INBOARD_ENGINES",
"1743","2003T, 2003TB, AQD21A, AQD21B","500107GT",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1744","230","501008K",,,"RUBBER BUSHING TRASMISSION/ CUSCINETTO TRASMISSIONE","VOLVO-PENTA","INBOARD_ENGINES",
"1745","230A,B","500170CG",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1746","230B","501007",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1747","230A/SP-A/MT","501006",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1748","230A/SP-A/SP","501007",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1749","250","501008K",,,"RUBBER BUSHING TRASMISSION/ CUSCINETTO TRASMISSIONE","VOLVO-PENTA","INBOARD_ENGINES",
"1750","250A/SP-A/MT","501006",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1751","250A,B","500170CG",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1752","250A/B","501007",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1753","251A","500170CG",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1754","251A","501007",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1755","280B, 290A, 290DP","500133G",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1756","290,290A,290DP,290DPA,DP-A,DP-A1,","501002K",,,"COOLING HOSE/MANICOTTO ACQUA","VOLVO-PENTA","INBOARD_ENGINES",
"1757","430A, 430B, 431A, 431B, 432A, 434A","500133G",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1758","430A/B","501007",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1759","431A/B","501007",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1760","432A","501007",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1761","434A","501007",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1762","500A","501006",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1763","500A","500107GT",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1764","500B","501007",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1765","500B","500133G",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1766","501A","501006",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1767","501A","500107GT",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1768","501A/MS4","500107GT",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1769","501B","501007",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1770","501B","500133G",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1771","570A, 572A","501007",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1772","570A/MS4A, 571A, 572A, 7.4GL","500133G",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1773","571A","501006",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1774","571A","500133G",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1775","740A","501006",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1776","740B","501007",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1777","740A, 740B","500133G",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1778","AD30/A","501008K",,,"RUBBER BUSHING TRASMISSION/ CUSCINETTO TRASMISSIONE","VOLVO-PENTA","INBOARD_ENGINES",
"1779","AD30A","500106GT",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1780","AD31A, AD31B, AD31D, AD31L-A","500106GT",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1781","AD31A/B/D/XD","501007",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1782","AD31P-A, AD31XD, AD41A, AD41B","500106GT",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1783","AD40B","501007",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1784","AD41A, AD41B,","500106GT",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1785","AD41D, AD41L-A, AD41P-A","500106GT",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1786","AD41A/B/D","501007",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1787","AQ31, AQ41 ALL MODELS/TUTTI MODELLI","500530",,,"EXHAUST BELLOW/SOFFIETTO SCARICO","VOLVO-PENTA","INBOARD_ENGINES",
"1788","AQ60F","500116GX",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1789","AQ60F","501006",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1790","AQ60F","501007",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1791","AQ70BL","500106GT",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1792","AQ70CL","500106GT",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1793","AQ80","501006",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1794","AQ80,S","500116GX",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1795","AQ90","500116GX",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1796","AQ90","501006",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1797","AQ90","501007",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1798","AQ95","501007",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1799","AQ95,A","500116GX",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1800","AQ95A","501006",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1801","AQ100","500116GX",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1802","AQ100","501006",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1803","AQ100","501007",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1804","AQ105","501006",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1805","AQ105","501007",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1806","AQ105,A","500116GX",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1807","AQ110","500116GX",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1808","AQ110","501007",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1809","AQ110,B","501006",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1810","AQ115","501008K",,,"RUBBER BUSHING TRASMISSION/ CUSCINETTO TRASMISSIONE","VOLVO-PENTA","INBOARD_ENGINES",
"1811","AQ115A,B","500116GX",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1812","AQ115A,B","501007",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1813","AQ115A","501006",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1814","AQ120","500116GX",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1815","AQ120B","501008K",,,"RUBBER BUSHING TRASMISSION/ CUSCINETTO TRASMISSIONE","VOLVO-PENTA","INBOARD_ENGINES",
"1816","AQ120A/B","501006",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1817","AQ120B","500170CG",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1818","AQ125A","501008",,,"RUBBER BUSHING TRASMISSION/ CUSCINETTO TRASMISSIONE","VOLVO-PENTA","INBOARD_ENGINES",
"1819","AQ125A,B","500170CG",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1820","AQ125A,B","501006",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1821","AQ125B","501008K",,,"RUBBER BUSHING TRASMISSION/ CUSCINETTO TRASMISSIONE","VOLVO-PENTA","INBOARD_ENGINES",
"1822","AQ130","501008K",,,"RUBBER BUSHING TRASMISSION/ CUSCINETTO TRASMISSIONE","VOLVO-PENTA","INBOARD_ENGINES",
"1823","AQ130A,B","501006",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1824","AQ130A,B","501007",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1825","AQ130A,B,C,D","500116GX",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1826","AQ131A,B,C,D","500170CG",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1827","AQ131A,B,C,D","501008K",,,"RUBBER BUSHING TRASMISSION/ CUSCINETTO TRASMISSIONE","VOLVO-PENTA","INBOARD_ENGINES",
"1828","AQ131B,C","501007",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1829","AQ131A,D","501006",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1830","AQ140A","500170CG",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1831","AQ140A","501007",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1832","AQ140A","501008K",,,"RUBBER BUSHING TRASMISSION/ CUSCINETTO TRASMISSIONE","VOLVO-PENTA","INBOARD_ENGINES",
"1833","AQ145A","501008K",,,"RUBBER BUSHING TRASMISSION/ CUSCINETTO TRASMISSIONE","VOLVO-PENTA","INBOARD_ENGINES",
"1834","AQ145A,B","500170CG",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1835","AQ145A,B","501007",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1836","AQ150A,B","500120GT",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1837","AQ151A,B,C","500170CG",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1838","AQ151A,B,C","501007",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1839","AQ165","501008K",,,"RUBBER BUSHING TRASMISSION/ CUSCINETTO TRASMISSIONE","VOLVO-PENTA","INBOARD_ENGINES",
"1840","AQ165A","500170CG",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1841","AQ170","501008K",,,"RUBBER BUSHING TRASMISSION/ CUSCINETTO TRASMISSIONE","VOLVO-PENTA","INBOARD_ENGINES",
"1842","AQ170,A,B,C","500170CG",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1843","AQ171A,C","500170CG",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1844","AQ171A,C","501007",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1845","AQ175A","501006",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1846","AQ175A","501008K",,,"RUBBER BUSHING TRASMISSION/ CUSCINETTO TRASMISSIONE","VOLVO-PENTA","INBOARD_ENGINES",
"1847","AQ175A","500107GT",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1848","AQ175,280, T, PT - AQD40 - AQD40, V8","500505FL",,,"EXHAUST BELLOW/SOFFIETTO SCARICO","VOLVO-PENTA","INBOARD_ENGINES",
"1849","AQ190,A","500120GT",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1850","AQ190A","501006",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1851","AQ190A","501008K",,,"RUBBER BUSHING TRASMISSION/ CUSCINETTO TRASMISSIONE","VOLVO-PENTA","INBOARD_ENGINES",
"1852","AQ200A","500103GT",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1853","AQ200A/C/D/F","501006",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1854","AQ200-AQ250-AQ270-AQ275","500510K",,,"STERN DRIVE/GRUPPO POPPIERO (U-JOINT/GIUNTO)","VOLVO-PENTA","INBOARD_ENGINES",
"1855","AQ200B","501008K",,,"RUBBER BUSHING TRASMISSION/ CUSCINETTO TRASMISSIONE","VOLVO-PENTA","INBOARD_ENGINES",
"1856","AQ200C","501008K",,,"RUBBER BUSHING TRASMISSION/ CUSCINETTO TRASMISSIONE","VOLVO-PENTA","INBOARD_ENGINES",
"1857","AQ200B/C","500103GT",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1858","AQ200D, AQ200F","501008K",,,"RUBBER BUSHING TRASMISSION/ CUSCINETTO TRASMISSIONE","VOLVO-PENTA","INBOARD_ENGINES",
"1859","AQ200D, AQ200F","500107GT",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1860","AQ205A","501007",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1861","AQ205A","500107GT",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1862","AQ210A","501006",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1863","AQ211A","500107GT",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1864","AQ211A","501006",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1865","AQ225B","501008K",,,"RUBBER BUSHING TRASMISSION/ CUSCINETTO TRASMISSIONE","VOLVO-PENTA","INBOARD_ENGINES",
"1866","AQ225,A/B/C/D/E/F","501006",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1867","AQ225,B/C","500103GT",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1868","AQ225C-AQ225D-AQ225E-AQ225F","501008K",,,"RUBBER BUSHING TRASMISSION/ CUSCINETTO TRASMISSIONE","VOLVO-PENTA","INBOARD_ENGINES",
"1869","AQ225D, AQ225E","500107GT",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1870","AQ230A,B","500170CG",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1871","AQ231A,B","501006",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1872","AQ231A,B","501008K",,,"RUBBER BUSHING TRASMISSION/ CUSCINETTO TRASMISSIONE","VOLVO-PENTA","INBOARD_ENGINES",
"1873","AQ231B, AQ255B, AQ260A, AQ271A","500107GT",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1874","AQ240,A","500120GT",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1875","AQ240A","501006",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1876","AQ240A","501008K",,,"RUBBER BUSHING TRASMISSION/ CUSCINETTO TRASMISSIONE","VOLVO-PENTA","INBOARD_ENGINES",
"1877","AQ250A,B","500170CG",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1878","AQ251A","500170CG",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1879","AQ225A","501008K",,,"RUBBER BUSHING TRASMISSION/ CUSCINETTO TRASMISSIONE","VOLVO-PENTA","INBOARD_ENGINES",
"1880","AQ255A/B","501006",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1881","AQ255B","501008K",,,"RUBBER BUSHING TRASMISSION/ CUSCINETTO TRASMISSIONE","VOLVO-PENTA","INBOARD_ENGINES",
"1882","AQ255A/B","500107GT",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1883","AQ260A/B","501006",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1884","AQ260A/B","501008K",,,"RUBBER BUSHING TRASMISSION/ CUSCINETTO TRASMISSIONE","VOLVO-PENTA","INBOARD_ENGINES",
"1885","AQ260A/B","500133G",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1886","AQ271A/B/C/D","501006",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1887","AQ271A/B/C/D","501008K",,,"RUBBER BUSHING TRASMISSION/ CUSCINETTO TRASMISSIONE","VOLVO-PENTA","INBOARD_ENGINES",
"1888","AQ271A, AQ271B, AQ271C, AQ271D","500133G",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1889","AQ280A","501006",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1890","AQ280A/B/C/D","501008K",,,"RUBBER BUSHING TRASMISSION/ CUSCINETTO TRASMISSIONE","VOLVO-PENTA","INBOARD_ENGINES",
"1891","AQ290A, BB225A","500107GT",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1892","AQ290A","500133G",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1893","AQ290A","501006",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1894","AQ290A","501008K",,,"RUBBER BUSHING TRASMISSION/ CUSCINETTO TRASMISSIONE","VOLVO-PENTA","INBOARD_ENGINES",
"1895","AQ311A/B","500133G",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1896","AQ311A/B","501006",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1897","AQAD30/A","501008K",,,"RUBBER BUSHING TRASMISSION/ CUSCINETTO TRASMISSIONE","VOLVO-PENTA","INBOARD_ENGINES",
"1898","AQAD30A, AQAD31A, AQAD40A,B","501007",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1899","AQAD30A, AQAD31A, AQA41A","500106GT",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1900","AQAD40","501008K",,,"RUBBER BUSHING TRASMISSION/ CUSCINETTO TRASMISSIONE","VOLVO-PENTA","INBOARD_ENGINES",
"1901","AQAD40A, AQAD40B, TAMD40A","500105GT",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1902","AQAD41A","501007",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1903","AQAD41A","500106GT",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1904","AQD2B","500121GX",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1905","AQD19","501006",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1906","AQD19","501007",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1907","AQD19","500106GT",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1908","AQD21A","500170CG",,,,"VOLVO-PENTA","INBOARD_ENGINES","SN 103387-"
"1909","AQD21A","501008K",,,"RUBBER BUSHING TRASMISSION/ CUSCINETTO TRASMISSIONE","VOLVO-PENTA","INBOARD_ENGINES",
"1910","AQD21A,B","501007",,,"CLAMP RING FLYWHEEL HOUSING/ANELLO GOMMA SCATOLA VOLANO","VOLVO-PENTA","INBOARD_ENGINES",
"1911","AQD21B","500107GT",,,,"VOLVO-PENTA","INBOARD_ENGINES",
"1912","AQD21B","501008K",,,"RUBBER BUSHING TRASMISSION/ CUSCINETTO TRASMISSIONE","VOLVO-PENTA","INBOARD_ENGINES",
"1913","AQD21B","500170CG",,,,"VOLVO-PENTA","INBOARD_ENGINES","SN 103387-"
